317;Игорь;Новиков;25;
318;Иван;Орлов;77;
319;Евгений;Павлов;67;
320;Михаил;Соколов;60;
321;Александр;Николаев;67;
322;Дмитрий;Попов;34;
323;Владислав;Фёдоров;74;
324;Илья;Морозов;28;
325;Максим;Иванов;28;
326;Артём;Семенов;33;
327;Никита;Павлов;33;
328;Игорь;Алексеев;43;
329;Марк;Павлов;35;
330;Максим;Макаров;18;
331;Игорь;Морозов;25;
332;Андрей;Морозов;39;
333;Алексей;Соколов;70;
334;Матвей;Соколов;27;
335;Александр;Степанов;25;
336;Андрей;Егоров;31;
337;Владимир;Новиков;37;
338;Олег;Алексеев;40;
339;Евгений;Алексеев;70;
340;Руслан;Васильев;77;
341;Владимир;Орлов;22;
342;Денис;Степанов;46;
343;Алексей;Морозов;63;
344;Сергей;Соколов;25;
345;Илья;Егоров;72;
346;Максим;Степанов;40;
347;Руслан;Смирнов;18;
348;Тимофей;Захаров;22;
349;Александр;Кузнецов;31;
350;Тимофей;Лебедев;50;
351;Павел;Андреев;70;
352;Константин;Попов;75;
353;Игорь;Андреев;18;
354;Илья;Никитин;64;
355;Алексей;Соколов;31;
356;Евгений;Волков;66;
357;Дмитрий;Иванов;68;
358;Тимур;Волков;48;
359;Максим;Иванов;21;
360;Руслан;Захаров;70;
361;Евгений;Никитин;37;
362;Иван;Алексеев;62;
363;Андрей;Петров;39;
364;Олег;Морозов;32;
365;Никита;Попов;40;
366;Матвей;Волков;49;
367;Денис;Степанов;57;
368;Илья;Новиков;42;
369;Денис;Петров;35;
370;Тимур;Степанов;18;
371;Егор;Захаров;25;
372;Константин;Попов;37;
373;Руслан;Петров;25;
374;Евгений;Смирнов;42;
375;Арсений;Алексеев;30;
376;Константин;Макаров;53;
377;Кирилл;Степанов;57;
378;Руслан;Егоров;63;
379;Павел;Макаров;74;
380;Илья;Орлов;52;
381;Артём;Волков;57;
382;Егор;Семенов;22;
383;Дмитрий;Николаев;24;
384;Марк;Петров;64;
385;Александр;Николаев;21;
386;Олег;Макаров;49;
387;Алексей;Андреев;28;
388;Кирилл;Павлов;44;
389;Владимир;Васильев;71;
390;Егор;Никитин;52;
391;Тимофей;Козлов;70;
392;Андрей;Михайлов;70;
393;Олег;Николаев;74;
394;Кирилл;Морозов;76;
395;Тимофей;Волков;72;
396;Кирилл;Алексеев;22;
397;Андрей;Михайлов;46;
398;Тимур;Соколов;28;
399;Тимур;Кузнецов;26;
400;Павел;Орлов;34;
401;Кирилл;Попов;74;
402;Александр;Захаров;25;
403;Тимофей;Алексеев;35;
404;Владимир;Егоров;55;
405;Руслан;Новиков;18;
406;Арсений;Петров;65;
407;Владислав;Степанов;70;
408;Павел;Орлов;49;
409;Илья;Фёдоров;28;
410;Олег;Захаров;27;
411;Денис;Новиков;59;
412;Владислав;Михайлов;30;
413;Владислав;Смирнов;43;
414;Егор;Захаров;37;
415;Марк;Семенов;36;
416;Евгений;Лебедев;55;
417;Никита;Васильев;45;
418;Марк;Михайлов;58;
419;Сергей;Новиков;44;
420;Иван;Васильев;56;
421;Тимофей;Фёдоров;56;
422;Андрей;Смирнов;63;
423;Владимир;Павлов;48;
424;Денис;Васильев;56;
425;Владимир;Михайлов;59;
426;Денис;Никитин;19;
427;Никита;Смирнов;49;
428;Алексей;Морозов;39;
429;Руслан;Смирнов;67;
430;Александр;Никитин;63;
431;Роман;Морозов;44;
432;Матвей;Захаров;62;
433;Иван;Захаров;67;
434;Олег;Петров;47;
435;Арсений;Волков;55;
436;Денис;Васильев;29;
437;Матвей;Васильев;22;
438;Кирилл;Павлов;63;
439;Владислав;Никитин;50;
440;Владимир;Михайлов;76;
441;Алексей;Макаров;75;
442;Сергей;Новиков;38;
443;Марк;Степанов;65;
444;Марк;Степанов;52;
445;Артём;Морозов;53;
446;Никита;Козлов;68;
447;Дмитрий;Соколов;22;
448;Илья;Петров;63;
449;Иван;Павлов;49;
450;Иван;Петров;39;
451;Алексей;Степанов;75;
452;Руслан;Никитин;41;
453;Тимур;Васильев;19;
454;Никита;Макаров;24;
455;Константин;Алексеев;60;
456;Владислав;Михайлов;63;
457;Андрей;Смирнов;47;
458;Никита;Васильев;46;
459;Руслан;Михайлов;46;
460;Тимофей;Иванов;39;
461;Тимофей;Морозов;48;
462;Иван;Фёдоров;20;
463;Иван;Фёдоров;43;
464;Арсений;Новиков;71;
465;Алексей;Семенов;72;
466;Максим;Степанов;66;
467;Егор;Никитин;30;
468;Михаил;Семенов;63;
469;Михаил;Морозов;49;
470;Матвей;Иванов;71;
471;Роман;Михайлов;47;
472;Тимофей;Фёдоров;66;
473;Марк;Соколов;53;
474;Константин;Николаев;21;
475;Руслан;Андреев;38;
476;Олег;Орлов;67;
477;Максим;Соколов;23;
478;Руслан;Лебедев;47;
479;Егор;Попов;67;
480;Владимир;Смирнов;42;
481;Александр;Семенов;34;
482;Арсений;Морозов;34;
483;Дмитрий;Михайлов;73;
484;Тимур;Иванов;24;
485;Игорь;Николаев;35;
486;Константин;Соколов;36;
487;Марк;Лебедев;18;
488;Владимир;Петров;75;
489;Михаил;Фёдоров;44;
490;Илья;Семенов;28;
491;Владислав;Смирнов;54;
492;Владимир;Петров;77;
493;Тимур;Макаров;40;
494;Павел;Морозов;75;
495;Дмитрий;Орлов;37;
496;Кирилл;Смирнов;52;
497;Михаил;Васильев;43;
498;Максим;Попов;71;
499;Егор;Никитин;59;
500;Сергей;Андреев;31;
501;Арсений;Михайлов;63;
502;Андрей;Иванов;75;
503;Павел;Попов;67;
504;Максим;Морозов;60;
505;Иван;Иванов;57;
506;Кирилл;Иванов;59;
507;Руслан;Захаров;36;
508;Дмитрий;Алексеев;30;
509;Евгений;Фёдоров;64;
510;Олег;Волков;64;
511;Никита;Никитин;22;
512;Игорь;Кузнецов;49;
513;Сергей;Морозов;70;
514;Тимур;Лебедев;45;
515;Владислав;Волков;53;
516;Руслан;Николаев;55;
517;Илья;Новиков;69;
518;Матвей;Козлов;45;
519;Иван;Соколов;45;
520;Алексей;Иванов;45;
521;Иван;Семенов;62;
522;Роман;Никитин;65;
523;Андрей;Морозов;20;
524;Никита;Алексеев;56;
525;Тимофей;Петров;22;
526;Дмитрий;Степанов;23;
527;Иван;Орлов;58;
528;Тимур;Новиков;71;
529;Алексей;Андреев;37;
530;Максим;Орлов;65;
531;Алексей;Фёдоров;61;
532;Матвей;Морозов;60;
533;Илья;Волков;71;
534;Владислав;Андреев;29;
535;Тимофей;Васильев;75;
536;Михаил;Смирнов;75;
537;Артём;Михайлов;74;
538;Дмитрий;Егоров;28;
539;Евгений;Морозов;58;
540;Константин;Николаев;52;
541;Павел;Попов;18;
542;Артём;Николаев;38;
543;Роман;Алексеев;67;
544;Тимофей;Лебедев;50;
545;Павел;Иванов;69;
546;Матвей;Соколов;71;
547;Владислав;Макаров;32;
548;Евгений;Степанов;42;
549;Тимур;Лебедев;65;
550;Руслан;Алексеев;60;
551;Алексей;Михайлов;55;
552;Роман;Кузнецов;56;
553;Алексей;Козлов;39;
554;Сергей;Орлов;49;
555;Михаил;Соколов;68;
556;Игорь;Алексеев;68;
557;Егор;Алексеев;26;
558;Матвей;Соколов;33;
559;Павел;Попов;63;
560;Павел;Макаров;50;
561;Кирилл;Макаров;51;
562;Олег;Алексеев;34;
563;Дмитрий;Волков;29;
564;Владимир;Волков;61;
565;Андрей;Козлов;19;
566;Александр;Иванов;56;
567;Максим;Никитин;31;
568;Дмитрий;Козлов;50;
569;Никита;Смирнов;24;
570;Денис;Новиков;55;
571;Илья;Степанов;75;
572;Максим;Степанов;58;
573;Константин;Никитин;52;
574;Арсений;Новиков;45;
575;Игорь;Иванов;25;
576;Артём;Фёдоров;25;
577;Иван;Егоров;42;
578;Олег;Васильев;44;
579;Константин;Павлов;48;
580;Игорь;Егоров;42;
581;Дмитрий;Егоров;18;
582;Илья;Петров;39;
583;Егор;Попов;18;
584;Никита;Морозов;59;
585;Марк;Андреев;72;
586;Андрей;Лебедев;47;
587;Роман;Захаров;77;
588;Руслан;Никитин;26;
589;Владимир;Иванов;18;
590;Матвей;Павлов;72;
591;Павел;Васильев;33;
592;Илья;Кузнецов;61;
593;Алексей;Фёдоров;21;
594;Егор;Николаев;57;
595;Тимофей;Иванов;67;
596;Никита;Степанов;19;
597;Константин;Васильев;72;
598;Игорь;Попов;72;
599;Евгений;Никитин;26;
600;Александр;Кузнецов;36;
601;Павел;Козлов;36;
602;Тимофей;Петров;49;
603;Кирилл;Орлов;77;
604;Павел;Алексеев;30;
605;Александр;Захаров;40;
606;Илья;Кузнецов;48;
607;Дмитрий;Макаров;55;
608;Алексей;Михайлов;33;
609;Руслан;Козлов;22;
610;Матвей;Захаров;71;
611;Кирилл;Алексеев;32;
612;Денис;Смирнов;47;
613;Александр;Кузнецов;75;
614;Егор;Степанов;32;
615;Алексей;Морозов;69;
616;Игорь;Васильев;43;
617;Тимур;Козлов;67;
618;Тимур;Смирнов;70;
619;Дмитрий;Захаров;44;
620;Олег;Иванов;75;
621;Денис;Алексеев;52;
622;Владислав;Соколов;19;
623;Сергей;Соколов;65;
624;Алексей;Попов;68;
625;Артём;Смирнов;73;
626;Максим;Алексеев;45;
627;Максим;Петров;41;
628;Марк;Макаров;62;
629;Владимир;Семенов;36;
630;Алексей;Степанов;33;
631;Владимир;Николаев;27;
632;Тимур;Фёдоров;51;
633;Кирилл;Павлов;62;
634;Тимур;Фёдоров;42;
635;Руслан;Козлов;68;
636;Артём;Васильев;31;
637;Кирилл;Иванов;44;
638;Дмитрий;Егоров;63;
639;Сергей;Смирнов;31;
640;Андрей;Фёдоров;44;
641;Кирилл;Попов;52;
642;Матвей;Павлов;26;
643;Александр;Захаров;73;
644;Руслан;Михайлов;72;
645;Сергей;Семенов;31;
646;Олег;Фёдоров;69;
647;Никита;Степанов;27;
648;Тимофей;Макаров;38;
649;Игорь;Фёдоров;30;
650;Денис;Новиков;58;
651;Никита;Фёдоров;65;
652;Иван;Егоров;44;
653;Никита;Макаров;49;
654;Артём;Николаев;28;
655;Андрей;Алексеев;25;
656;Руслан;Егоров;71;
657;Владислав;Иванов;43;
658;Роман;Макаров;30;
659;Владислав;Михайлов;67;
660;Константин;Попов;75;
661;Никита;Новиков;50;
662;Руслан;Новиков;42;
663;Илья;Волков;35;
664;Артём;Макаров;64;
665;Тимур;Кузнецов;19;
666;Павел;Алексеев;36;
667;Тимофей;Николаев;34;
668;Михаил;Кузнецов;39;
669;Владимир;Смирнов;66;
670;Дмитрий;Морозов;50;
671;Михаил;Смирнов;71;
672;Матвей;Фёдоров;54;
673;Кирилл;Волков;73;
674;Павел;Волков;57;
675;Артём;Фёдоров;19;
676;Максим;Морозов;67;
677;Артём;Михайлов;55;
678;Кирилл;Захаров;33;
679;Александр;Соколов;70;
680;Евгений;Петров;22;
681;Марк;Волков;27;
682;Денис;Егоров;61;
683;Тимофей;Фёдоров;24;
684;Олег;Смирнов;74;
685;Павел;Волков;36;
686;Дмитрий;Павлов;69;
687;Михаил;Захаров;20;
688;Кирилл;Егоров;67;
689;Денис;Васильев;23;
690;Павел;Смирнов;32;
691;Олег;Козлов;40;
692;Павел;Васильев;45;
693;Матвей;Лебедев;66;
694;Руслан;Лебедев;42;
695;Максим;Волков;49;
696;Игорь;Козлов;73;
697;Владимир;Попов;72;
698;Владислав;Соколов;48;
699;Сергей;Васильев;21;
700;Дмитрий;Морозов;24;
701;Максим;Попов;25;
702;Тимофей;Попов;36;
703;Дмитрий;Орлов;44;
704;Никита;Никитин;33;
705;Дмитрий;Степанов;71;
706;Никита;Павлов;40;
707;Никита;Никитин;63;
708;Андрей;Степанов;74;
709;Александр;Егоров;43;
710;Михаил;Морозов;20;
711;Илья;Алексеев;51;
712;Дмитрий;Морозов;37;
713;Михаил;Николаев;33;
714;Егор;Егоров;22;
715;Матвей;Фёдоров;22;
716;Михаил;Алексеев;50;
717;Иван;Павлов;62;
718;Дмитрий;Захаров;43;
719;Дмитрий;Лебедев;71;
720;Илья;Соколов;57;
721;Владимир;Павлов;40;
722;Дмитрий;Алексеев;54;
723;Олег;Егоров;37;
724;Михаил;Никитин;36;
725;Тимофей;Козлов;47;
726;Артём;Фёдоров;65;
727;Алексей;Алексеев;38;
728;Кирилл;Захаров;64;
729;Тимур;Алексеев;44;
730;Матвей;Новиков;70;
731;Иван;Макаров;68;
732;Арсений;Николаев;62;
733;Евгений;Степанов;20;
734;Владимир;Петров;28;
735;Евгений;Морозов;35;
736;Илья;Васильев;56;
737;Константин;Захаров;52;
738;Егор;Фёдоров;42;
739;Никита;Смирнов;20;
740;Илья;Алексеев;53;
741;Олег;Петров;71;
742;Егор;Петров;37;
743;Сергей;Морозов;66;
744;Сергей;Алексеев;41;
745;Илья;Соколов;72;
746;Руслан;Фёдоров;20;
747;Максим;Егоров;66;
748;Игорь;Николаев;47;
749;Олег;Егоров;72;
750;Марк;Фёдоров;50;
751;Денис;Михайлов;69;
752;Александр;Козлов;46;
753;Денис;Соколов;39;
754;Илья;Попов;50;
755;Никита;Семенов;73;
756;Тимур;Николаев;60;
757;Евгений;Козлов;35;
758;Максим;Иванов;36;
759;Роман;Захаров;30;
760;Матвей;Павлов;75;
761;Сергей;Петров;62;
762;Егор;Павлов;32;
763;Тимур;Васильев;49;
764;Александр;Новиков;63;
765;Александр;Лебедев;64;
766;Дмитрий;Попов;63;
767;Алексей;Николаев;35;
768;Матвей;Захаров;26;
769;Константин;Фёдоров;54;
770;Павел;Никитин;21;
771;Арсений;Егоров;74;
772;Матвей;Петров;42;
773;Владимир;Козлов;31;
774;Дмитрий;Макаров;68;
775;Александр;Васильев;19;
776;Игорь;Никитин;66;
777;Илья;Козлов;76;
778;Михаил;Козлов;74;
779;Денис;Лебедев;46;
780;Михаил;Михайлов;44;
781;Марк;Андреев;60;
782;Егор;Алексеев;20;
783;Олег;Егоров;19;
784;Михаил;Семенов;21;
785;Максим;Семенов;59;
786;Павел;Семенов;36;
787;Денис;Попов;40;
788;Олег;Иванов;75;
789;Марк;Новиков;19;
790;Кирилл;Семенов;27;
791;Тимофей;Семенов;47;
792;Денис;Семенов;49;
793;Андрей;Смирнов;41;
794;Павел;Семенов;24;
795;Иван;Попов;43;
796;Михаил;Никитин;24;
797;Павел;Соколов;36;
798;Максим;Фёдоров;27;
799;Андрей;Смирнов;47;
800;Марк;Соколов;19;
801;Владислав;Никитин;63;
802;Олег;Алексеев;69;
803;Дмитрий;Макаров;52;
804;Марк;Николаев;36;
805;Иван;Иванов;43;
806;Михаил;Смирнов;75;
807;Никита;Иванов;52;
808;Арсений;Семенов;50;
809;Никита;Захаров;61;
810;Марк;Никитин;77;
811;Никита;Васильев;52;
812;Руслан;Степанов;40;
813;Тимур;Михайлов;37;
814;Владимир;Козлов;67;
815;Роман;Никитин;54;
816;Андрей;Никитин;77;
817;Кирилл;Васильев;40;
818;Андрей;Васильев;58;
819;Тимофей;Никитин;45;
820;Игорь;Захаров;30;
821;Илья;Егоров;72;
822;Дмитрий;Новиков;54;
823;Руслан;Николаев;31;
824;Кирилл;Васильев;36;
825;Марк;Степанов;28;
826;Никита;Петров;50;
827;Тимур;Козлов;73;
828;Денис;Михайлов;38;
829;Константин;Андреев;66;
830;Павел;Козлов;58;
831;Арсений;Захаров;55;
832;Кирилл;Волков;37;
833;Михаил;Попов;72;
834;Илья;Павлов;58;
835;Александр;Попов;55;
836;Артём;Кузнецов;38;
837;Михаил;Новиков;50;
838;Арсений;Смирнов;48;
839;Владислав;Морозов;21;
840;Константин;Орлов;30;
841;Андрей;Иванов;56;
842;Матвей;Николаев;38;
843;Арсений;Алексеев;20;
844;Евгений;Волков;22;
845;Никита;Козлов;74;
846;Илья;Новиков;68;
847;Денис;Семенов;63;
848;Владимир;Васильев;37;
849;Тимофей;Макаров;19;
850;Руслан;Захаров;30;
851;Владислав;Кузнецов;47;
852;Олег;Никитин;46;
853;Денис;Попов;74;
854;Денис;Кузнецов;37;
855;Павел;Захаров;25;
856;Михаил;Новиков;67;
857;Олег;Новиков;63;
858;Алексей;Смирнов;58;
859;Руслан;Кузнецов;76;
860;Марк;Павлов;66;
861;Владислав;Степанов;38;
862;Илья;Андреев;62;
863;Денис;Соколов;62;
864;Игорь;Макаров;44;
865;Егор;Иванов;45;
866;Константин;Семенов;48;
867;Арсений;Николаев;27;
868;Артём;Николаев;75;
869;Денис;Николаев;18;
870;Игорь;Морозов;26;
871;Роман;Алексеев;66;
872;Тимофей;Иванов;61;
873;Михаил;Михайлов;57;
874;Алексей;Павлов;31;
875;Алексей;Соколов;23;
876;Сергей;Новиков;35;
877;Егор;Волков;31;
878;Александр;Волков;56;
879;Иван;Новиков;62;
880;Михаил;Волков;56;
881;Дмитрий;Орлов;59;
882;Владислав;Захаров;32;
883;Максим;Иванов;54;
884;Марк;Козлов;62;
885;Иван;Морозов;47;
886;Никита;Волков;72;
887;Матвей;Орлов;35;
888;Евгений;Соколов;20;
889;Никита;Михайлов;47;
890;Владимир;Макаров;63;
891;Максим;Морозов;67;
892;Кирилл;Волков;62;
893;Роман;Смирнов;69;
894;Матвей;Андреев;72;
895;Тимофей;Захаров;18;
896;Игорь;Михайлов;67;
897;Марк;Морозов;44;
898;Роман;Козлов;21;
899;Роман;Захаров;73;
900;Дмитрий;Лебедев;58;
901;Денис;Николаев;50;
902;Михаил;Захаров;31;
903;Владимир;Захаров;50;
904;Никита;Алексеев;36;
905;Егор;Козлов;26;
906;Иван;Васильев;73;
907;Кирилл;Никитин;23;
908;Егор;Захаров;50;
909;Владимир;Егоров;76;
910;Тимур;Орлов;42;
911;Максим;Степанов;68;
912;Никита;Козлов;46;
913;Константин;Лебедев;38;
914;Павел;Смирнов;35;
915;Алексей;Морозов;28;
916;Дмитрий;Семенов;66;
917;Сергей;Морозов;74;
918;Олег;Орлов;49;
919;Никита;Алексеев;72;
920;Дмитрий;Павлов;67;
921;Алексей;Николаев;32;
922;Павел;Егоров;60;
923;Денис;Степанов;36;
924;Арсений;Никитин;59;
925;Иван;Волков;49;
926;Алексей;Захаров;56;
927;Михаил;Соколов;50;
928;Владислав;Иванов;69;
929;Михаил;Морозов;69;
930;Руслан;Волков;28;
931;Павел;Никитин;53;
932;Павел;Козлов;18;
933;Андрей;Попов;69;
934;Илья;Макаров;67;
935;Алексей;Андреев;76;
936;Александр;Михайлов;50;
937;Сергей;Степанов;39;
938;Матвей;Козлов;71;
939;Александр;Лебедев;69;
